연 번,건물유형,주  소,위   치,관리번호
1053,가로등등주,대신동 47-0,이대후문앞,성산로10-5
1054,가로등등주,대신동 47-0,이대후문앞,성산로10-6
1055,가로등등주,대신동 47-0,이대후문앞,성산로10-7
1056,가로등등주,대신동 47-0,이대후문앞,성산로10-8
1057,가로등등주,대신동 47-0,이대후문앞,성산로10-9
1058,가로등등주,대신동 47-0,이대후문앞,성산로10-10
1059,가로등등주,대신동 47-0,이대후문앞,성산로10-11
1060,가로등등주,대신동 47-0,이대후문앞,성산로10-12
1061,가로등등주,대신동 47-0,이대후문앞,성산로10-13
1062,가로등등주,대신동 47-0,이대후문앞,성산로10-14
1063,가로등등주,대신동 47-0,이대후문앞,성산로10-15
1064,가로등등주,대신동 47-0,이대후문앞,성산로10-16
1065,가로등등주,대신동 47-0,이대후문앞,성산로10-17
1066,가로등등주,대신동 47-0,이대후문앞,성산로10-18
1067,가로등등주,대신동 47-0,이대후문앞,성산로10-19
1068,가로등등주,대신동 47-0,이대후문앞,성산로10-20
1069,가로등등주,대신동 47-0,이대후문앞,성산로10-21
1070,가로등등주,대신동 47-0,이대후문앞,성산로10-22
1071,가로등등주,대신동 47-0,이대후문앞,성산로10-23
1072,가로등등주,대신동 47-0,이대후문앞,성산로10-24
1073,가로등등주,대신동 47-0,이대후문앞,성산로10-25
1074,가로등등주,대신동 47-0,이대후문앞,성산로10-26
1075,가로등등주,대신동 47-0,이대후문앞,성산로10-27
1076,가로등등주,대신동 47-0,이대후문앞,성산로10-28
1077,가로등등주,대신동 47-0,이대후문앞,성산로10-29
1078,가로등등주,대신동 47-0,이대후문앞,성산로10-30
1079,가로등등주,신촌동 2-208,고가도로위,성산로11-1
1080,가로등등주,신촌동 2-208,고가도로위,성산로11-2
1081,가로등등주,신촌동 2-208,고가도로위,성산로11-3
1082,가로등등주,신촌동 2-208,고가도로위,성산로11-4
1083,가로등등주,신촌동 2-208,고가도로위,성산로11-5
1084,가로등등주,신촌동 2-208,고가도로위,성산로11-6
1085,가로등등주,신촌동 2-208,고가도로위,성산로11-7
1086,가로등등주,신촌동 2-208,고가도로위,성산로11-8
1087,가로등등주,신촌동 2-208,고가도로위,성산로11-9
1088,가로등등주,신촌동 2-208,고가도로위,성산로11-10
1089,가로등등주,신촌동 2-208,고가도로위,성산로11-11
1090,가로등등주,신촌동 2-208,고가도로위,성산로11-12
1091,가로등등주,신촌동 2-208,고가도로위,성산로11-13
1092,가로등등주,신촌동 2-208,고가도로위,성산로11-14
1093,가로등등주,신촌동 2-208,고가도로위,성산로11-15
1094,가로등등주,신촌동 2-208,고가도로위,성산로11-16
1095,가로등등주,신촌동 2-208,고가도로위,성산로11-17
1096,가로등등주,신촌동 2-208,고가도로위,성산로11-18
1097,가로등등주,신촌동 2-208,고가도로위,성산로11-19
1098,가로등등주,신촌동 2-208,고가도로위,성산로11-20
1099,가로등등주,신촌동 2-208,고가도로위,성산로11-21
1100,가로등등주,신촌동 2-208,고가도로위,성산로11-22
1101,가로등등주,신촌동 2-208,고가도로위,성산로11-23
1102,가로등등주,신촌동 2-208,고가도로위,성산로11-24
1103,가로등등주,신촌동 2-208,고가도로위,성산로11-25
1104,가로등등주,신촌동 2-208,고가도로위,성산로11-26
1105,가로등등주,신촌동 2-208,고가도로위,성산로11-27
1106,가로등등주,신촌동 2-208,고가도로위,성산로11-28
1107,가로등등주,신촌동 2-208,고가도로위,성산로11-29
1108,가로등등주,신촌동 2-208,고가도로위,성산로11-30
1109,가로등등주,영천동 101,천연동주민센터앞,성산로12-1
1110,가로등등주,영천동 101,천연동주민센터앞,성산로12-2
1111,가로등등주,영천동 101,천연동주민센터앞,성산로12-3
1112,가로등등주,영천동 101,천연동주민센터앞,성산로12-4
1113,가로등등주,영천동 101,천연동주민센터앞,성산로12-5
1114,가로등등주,영천동 101,천연동주민센터앞,성산로12-6
1115,가로등등주,영천동 101,천연동주민센터앞,성산로12-7
1116,가로등등주,영천동 101,천연동주민센터앞,성산로12-8
1117,가로등등주,영천동 101,천연동주민센터앞,성산로12-9
1118,가로등등주,영천동 101,천연동주민센터앞,성산로12-10
1119,가로등등주,영천동 101,천연동주민센터앞,성산로12-11
1120,가로등등주,영천동 101,천연동주민센터앞,성산로12-12
1121,가로등등주,영천동 101,천연동주민센터앞,성산로12-13
1122,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-1
1123,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-2
1124,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-3
1125,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-4
1126,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-5
1127,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-6
1128,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-7
1129,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-8
1130,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-9
1131,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-10
1132,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-11
1133,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-12
1134,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-13
1135,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-14
1136,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-15
1137,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-16
1138,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-17
1139,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-18
1140,가로등등주,신촌동 90-1,국제오피스텔앞,성산로2-19
1141,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-1
1142,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-2
1143,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-3
1144,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-4
1145,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-5
1146,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-6
1147,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-7
1148,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-8
1149,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-9
1150,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-10
1151,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-11
1152,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-12
1153,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-13
1154,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-14
1155,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-15
1156,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-16
1157,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-17
1158,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-18
1159,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-19
1160,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-20
1161,가로등등주,대신동 15-1,세브란스병원육교 옆,성산로3-21
1162,가로등등주,창천동 95,연세대 대운동장앞,성산로4-1
1163,가로등등주,창천동 95,연세대 대운동장앞,성산로4-2
1164,가로등등주,창천동 95,연세대 대운동장앞,성산로4-3
1165,가로등등주,창천동 95,연세대 대운동장앞,성산로4-4
1166,가로등등주,창천동 95,연세대 대운동장앞,성산로4-5
1167,가로등등주,창천동 95,연세대 대운동장앞,성산로4-6
1168,가로등등주,창천동 95,연세대 대운동장앞,성산로4-7
1169,가로등등주,창천동 95,연세대 대운동장앞,성산로4-8
1170,가로등등주,창천동 95,연세대 대운동장앞,성산로4-9
1171,가로등등주,창천동 95,연세대 대운동장앞,성산로4-10
1172,가로등등주,창천동 95,연세대 대운동장앞,성산로4-11
1173,가로등등주,창천동 95,연세대 대운동장앞,성산로4-12
1174,가로등등주,창천동 95,연세대 대운동장앞,성산로4-13
1175,가로등등주,창천동 95,연세대 대운동장앞,성산로4-14
1176,가로등등주,창천동 95,연세대 대운동장앞,성산로4-15
1177,가로등등주,창천동 95,연세대 대운동장앞,성산로4-16
1178,가로등등주,창천동 95,연세대 대운동장앞,성산로4-17
1179,가로등등주,창천동 95,연세대 대운동장앞,성산로4-18
1180,가로등등주,창천동 95,연세대 대운동장앞,성산로4-19
1181,가로등등주,창천동 95,연세대 대운동장앞,성산로4-20
1182,가로등등주,창천동 95,연세대 대운동장앞,성산로4-21
1183,가로등등주,창천동 95,연세대 대운동장앞,성산로4-22
1184,가로등등주,창천동 95,연세대 대운동장앞,성산로4-23
1185,가로등등주,창천동 95,연세대 대운동장앞,성산로4-24
1186,가로등등주,창천동 95,연세대 대운동장앞,성산로4-25
1187,가로등등주,창천동 95,연세대 대운동장앞,성산로4-26
1188,가로등등주,창천동 95,연세대 대운동장앞,성산로4-27
1189,가로등등주,창천동 95,연세대 대운동장앞,성산로4-28
1190,가로등등주,창천동 95,연세대 대운동장앞,성산로4-29
1191,가로등등주,연희동 194-33,SK주유소앞,성산로5-1
1192,가로등등주,연희동 194-33,SK주유소앞,성산로5-2
1193,가로등등주,연희동 194-33,SK주유소앞,성산로5-3
1194,가로등등주,연희동 194-33,SK주유소앞,성산로5-4
1195,가로등등주,연희동 194-33,SK주유소앞,성산로5-5
1196,가로등등주,연희동 194-33,SK주유소앞,성산로5-6
1197,가로등등주,연희동 194-33,SK주유소앞,성산로5-7
1198,가로등등주,연희동 194-33,SK주유소앞,성산로5-8
1199,가로등등주,연희동 194-33,SK주유소앞,성산로5-9
1200,가로등등주,연희동 194-33,SK주유소앞,성산로5-10
1201,가로등등주,연희동 194-33,SK주유소앞,성산로5-11
1202,가로등등주,연희동 194-33,SK주유소앞,성산로5-12
1203,가로등등주,연희동 194-33,SK주유소앞,성산로5-13
1204,가로등등주,연희동 194-33,SK주유소앞,성산로5-14
1205,가로등등주,연희동 194-33,SK주유소앞,성산로5-15
1206,가로등등주,연희동 194-33,SK주유소앞,성산로5-16
1207,가로등등주,연희동 194-33,SK주유소앞,성산로5-17
1208,가로등등주,연희동 194-33,SK주유소앞,성산로5-18
1209,가로등등주,연희동 413-159,화성세탁기앞,성산로6-1
1210,가로등등주,연희동 413-159,화성세탁기앞,성산로6-2
1211,가로등등주,연희동 413-159,화성세탁기앞,성산로6-3
1212,가로등등주,연희동 413-159,화성세탁기앞,성산로6-4
1213,가로등등주,연희동 413-159,화성세탁기앞,성산로6-5
1214,가로등등주,연희동 413-159,화성세탁기앞,성산로6-6
1215,가로등등주,연희동 413-159,화성세탁기앞,성산로6-7
1216,가로등등주,연희동 413-159,화성세탁기앞,성산로6-8
1217,가로등등주,연희동 413-159,화성세탁기앞,성산로6-9
1218,가로등등주,연희동 413-159,화성세탁기앞,성산로6-10
1219,가로등등주,연희동 413-159,화성세탁기앞,성산로6-11
1220,가로등등주,연희동 413-159,화성세탁기앞,성산로6-12
1221,가로등등주,연희동 413-159,화성세탁기앞,성산로6-13
1222,가로등등주,연희동 413-159,화성세탁기앞,성산로6-14
1223,가로등등주,연희동 413-159,화성세탁기앞,성산로6-15
1224,가로등등주,연희동 413-159,화성세탁기앞,성산로6-16
1225,가로등등주,연희동 413-159,화성세탁기앞,성산로6-17
1226,가로등등주,연희동 413-159,화성세탁기앞,성산로6-18
1227,가로등등주,연희동 413-159,화성세탁기앞,성산로6-19
1228,가로등등주,연희동 413-159,화성세탁기앞,성산로6-20
1229,가로등등주,연희동 413-159,화성세탁기앞,성산로6-21
1230,가로등등주,연희동 413-159,화성세탁기앞,성산로6-22
1231,가로등등주,연희동 413-159,화성세탁기앞,성산로6-23
1232,가로등등주,연희동 413-159,화성세탁기앞,성산로6-24
1233,가로등등주,연희동 413-159,화성세탁기앞,성산로6-25
1234,가로등등주,연희동 413-159,화성세탁기앞,성산로6-26
1235,가로등등주,연희동 413-159,화성세탁기앞,성산로6-27
1236,가로등등주,연희동 413-159,화성세탁기앞,성산로6-28
1237,가로등등주,연희동 413-159,화성세탁기앞,성산로6-29
1238,가로등등주,연희동 413-159,화성세탁기앞,성산로6-30
1239,가로등등주,연희동 413-159,화성세탁기앞,성산로6-31
1240,가로등등주,연희동 413-159,화성세탁기앞,성산로6-32
1241,가로등등주,연희동 413-159,화성세탁기앞,성산로6-33
1242,가로등등주,연희동 413-159,화성세탁기앞,성산로6-34
1243,가로등등주,연희동 413-159,화성세탁기앞,성산로6-35
1244,가로등등주,연희동 413-159,화성세탁기앞,성산로6-36
1245,가로등등주,연희동 413-159,화성세탁기앞,성산로6-37
1246,가로등등주,연희동 413-159,화성세탁기앞,성산로6-38
